Title	Artist	BPM	Key	Import Date
Here We Go	Bassnectar	88.0003	Gb	2010/10/22
Bass Head	Bassnectar	170	Gbm	2010/10/22
Blast Off	Bassnectar	140.001		2010/10/22
Timestretch	Bassnectar	140.001		2010/10/22
Maximum (Bassnectar & Ill.Gates Remix)	Bassnectar	92.011		2010/10/22
Timestretch (West Coast Lo Fi Remix)	Bassnectar	140.001		2010/10/22
Bass Head (SPL Remix)	Bassnectar	140	Gbm	2010/10/22
Bass Head (MRK1 Remix)	Bassnectar	140.001		2010/10/22
Upside Down	Bassnectar	174.998	Dbm	2011/7/12
Churn of the Century	Bassnectar	144.998		2013/5/28
Cozza Frenzy	Bassnectar	137.999		2011/3/10
Do It Like This	Bassnectar	90		2012/11/10
Magical World	Bassnectar	140		2011/9/15
West Coast Lo-Fi Rides Again	Bassnectar	89.999		2013/2/19
Wildstyle Method	Bassnectar	90.001		2010/10/22
Vava Voom	Bassnectar	139.996		2012/12/20
YES	Bassnectar & Datsik	173.999	Bm	2010/12/8
Again and Again	Basto	128		2012/12/3
Daniel (Mt. Eden)	Bat For Lashes	143.436		2011/4/16
Remote Control	Beastie Boys	93.942	Dm	2010/7/8
Three MC's And One DJ	Beastie Boys	95.322		2010/7/8
I Don't Know	Beastie Boys	113.981	G	2010/7/8
Intergalactic Planetary	Beastie Boys	105.853		2010/7/8
Girls	Beastie Boys	139.786		2010/7/8
Paul Revere	Beastie Boys	91.751		2010/7/8
Brass Monkey	Beastie Boys	116.304		2010/7/8
Too Many Rappers	Beastie Boys	93.79		2010/7/8
Party With Q-Tip (Jonathan Boulet vs Q-Tip)	Beat Mass	142		2011/8/4
Egyptic	Beats Antique	90.0002	Cm	2012/1/11
Mission	Beats Antique	120.002		2012/1/11
Loser	Beck	170.786	D	2008/12/7
East Harlem	Beirut	93.441		2012/1/11
Nantes	Beirut	131.363		2012/1/11
Postcards from Italy	Beirut	109.988		2012/1/11
Santa Fe	Beirut	131.765		2012/1/11
Sunday Smile	Beirut	110.134		2012/1/11
Poison	Bell Biv DeVoe	111.83		2010/7/8
I Want The World To Stop	Belle & Sebastian	150		2012/6/17
Step Into My Office	Belle & Sebastian	138.36		2012/7/17
Bitches Ain't Shit	Ben Folds	168.358	C	2010/7/8
Turn Me Up	Benny Benassi	130		2008/12/7
Me & Myself (Wolfgang Gartner Remix)	BenDJ Feat. Sushy	128		2010/9/27
Super Mario Rap	Benefit	90.2811	Bm	2010/7/8
Pour Your Love	Benga	140.001		2012/11/10
Basslines	Benga	139.977		2011/8/4
Crunked Up	Benga	139.642		2011/4/22
Man On A Mission	Benga	147.538		2013/2/28
Electroman (Dirtyphonics Remix)	Benny Benassi	140		2011/3/29
Satisfaction	Benny Benassi	130.011		2010/7/8
Whos Your Daddy	Benny Benassi	126		2012/8/13
Stop Go	Benny Benassi	132		2012/8/13
B Tone	Benny Benassi	130.007		2012/8/13
Miles Of Love (Beeside Radio Edit)	Benny Benassi	127.98		2012/8/13
Time	Benny Benassi	130.001		2012/8/13
Able To Love	Benny Benassi	132.002		2012/8/13
Get Loose	Benny Benassi	129.999		2012/8/13
Stop Go (B Side Mix)	Benny Benassi	124		2012/8/13
Put Your Hands Up	Benny Benassi	130.001		2012/8/13
Love Is Gonna Save Us	Benny Benassi	132		2012/8/13
No Matter What You Do	Benny Benassi	130.001		2012/8/13
Rocket In The Sky (Club Mix)	Benny Benassi	134		2012/8/13
Feel Alive	Benny Benassi	131.999		2012/8/13
Rocket In The Sky	Benny Benassi	130.004		2012/8/13
Every Single Day	Benny Benassi	129.999		2012/8/13
Cinema (Skrillex Remix)	Benny Benassi	145		2011/2/9
Cinema	Benny Benassi	130.001		2011/5/15
Electroman (John Dahlback Remix)	Benny Benassi	128		2012/8/13
Hit My Heart	Benny Benassi	133.981		2010/7/8
I Love My Sex	Benny Benassi	130.005		2010/7/8
Satisfaction (RL Grime Remix)	Benny Benassi	145		2013/4/10
Spaceship (Nadastrom Remix)	Benny Benassi	130		2011/3/19
Watch You	Benny Benassi	128		2011/5/15
Fallin Love (Cashmere Cat Remix)	BenZel	139.998		2013/1/29
Get Right Radio (Summer 2010 Edition)	Benzi	130.013		2010/9/24
Motivation 4	Benzi	129.998		2012/5/25
Get Right Radio (Summer 2012 Edition)	Benzi	129.999		2012/7/17
Moodswing x Karmaloop SXSW Mixtape	Benzi	130		2012/5/25
Check Up On It	Beyonce	166.027	Bm	2010/7/8
Countdown	Beyonce	167.4	Fm	2011/12/1
Halo	Beyonce	160	Gbm	2010/3/19
Party	Beyonce	167.537		2011/8/4
Upgrade You	Beyonce	169.989	Am	2010/7/8
Get Me Bodied	Beyonce	96.544		2010/7/8
Make Em Mad	BG & The Chopper City Boyz	158.487	Ebm	2010/7/8
Margarita	Big Boi	118.549		2010/7/8
Shutterbug	Big Boi	98.295		2010/7/8
General Patton	Big Boi	144.398		2010/7/8
Tangerine	Big Boi	94.285		2010/7/8
Fo Yo Sorrows	Big Boi	159.171		2010/7/8
Shine Blockas	Big Boi	170.892	Gm	2009/10/28
Follow Us Remix	Big Boi	90.6354	Bm	2010/9/24
Ain't No Half-Steppin	Big Daddy Kane	100.84		2010/7/8
Warm It Up Kane	Big Daddy Kane	121.38		2010/7/8
Power	Big Gigantic & Griz	169.999		2013/7/21
MVP	Big L	173.531		2009/3/31
No Endz, No Skinz	Big L	100.273	Gm	2009/3/31
8 Iz Enuff	Big L	96.008		2009/3/31
All Black	Big L	88.082		2009/11/12
Danger Zone	Big L	128.896		2009/3/31
Street Struck	Big L	174.021	B	2009/3/31
The Big Picture (Intro)	Big L	121.238		2009/3/31
Ebonics	Big L	92.99		2009/3/31
Size 'Em Up	Big L	92.976		2009/3/31
Deadly Combination	Big L	91.4687	Cm	2010/7/8
'98 Freestyle	Big L	131.635	Abm	2010/7/8
Holdin' It Down	Big L	136.68		2009/3/31
The Heist	Big L	93.766		2009/3/31
The Enemy	Big L	131		2009/3/31
Fall Back	Big L	103.899		2009/3/31
Casualties Of A Dice Game	Big L	140.107		2009/3/31
Platinum Plus	Big L	97.907		2010/7/8
Who You Slidin' Wit'	Big L	99.974		2009/3/31
Games	Big L	87.9548	Am	2009/3/31
The Heist Revisited	Big L	92.93		2009/3/31
The Triboro	Big L	92.332		2009/3/31
7 Minute Freestyle	Big L	90.259		2010/7/8
You Know What I'm About	Big L	96.025		2011/1/19
Where I'm From	Big Pokey & Z-Ro	160		2010/7/8
100%	Big Pun	99.603		2010/7/8
It's So Hard	Big Pun	92.938		2010/7/8
Super Lyrical	Big Pun	90.459		2010/7/8
Still Not A Player	Big Pun	94.029		2009/9/7
Caribbean Connection	Big Pun	170.755	Bbm	2010/7/8
Capitol Punishment	Big Pun	88.111		2010/7/8
I'm Not A Player	Big Pun	94.778		2010/7/8
Twinz (Deep Cover)	Big Pun	94.79		2010/7/8
Intro	Big Sean	129		2011/8/4
I Do It	Big Sean	145.999		2011/8/4
My Last	Big Sean	88.001	Fm	2011/8/4
Don't Tell Me You Love Me	Big Sean	91		2011/8/4
Wait For Me	Big Sean	89.999		2011/8/4
Dance (A$$)	Big Sean	160.003	Em	2011/8/4
Marvin Gaye & Chardonnay	Big Sean	132.998		2011/8/4
Get It	Big Sean	168		2011/8/4
High	Big Sean	99.001		2011/8/4
Livin This Life	Big Sean	101.001		2011/8/4
So Much More	Big Sean	172	Gb	2011/8/4
What Goes Around	Big Sean	158	Dbm	2011/8/4
Celebrity	Big Sean	131		2011/8/4
My House	Big Sean	152.002		2011/8/4
100 Keys	Big Sean	88.0005	Cm	2011/8/4
Getcha Some	Big Sean	89.998		2011/8/4
Final Hour	Big Sean	152.999		2011/1/19
Meant To Be	Big Sean	139.999		2011/1/19
What U Doin?	Big Sean	154.001		2011/1/19
Money and Sex	Big Sean	166.999		2011/1/19
Five Bucks	Big Sean	173.999		2011/1/19
High Rise	Big Sean	169.955		2011/1/19
Crazy	Big Sean	161.53	Dm	2010/12/8
Hometown	Big Sean	110.845		2011/1/19
Supa Dupa Lemonade	Big Sean	142.001		2010/3/19
Fat Raps (Remix)	Big Sean	170.042		2011/1/19
My Closet	Big Sean	139.563		2011/1/19
Too Fake	Big Sean	138.453		2011/1/19
Fuck My Opponent	Big Sean	172		2011/1/19
Made	Big Sean	133		2011/1/19
Ambiguous	Big Sean	124.013		2011/1/19
Almost Wrote You A Love Song	Big Sean	88.9996	C	2011/1/19
Memories	Big Sean	150		2011/1/19
Shit Got Damn	Big Sean	89.499		2011/1/19
In The Morning	Big Sean	146		2011/1/19
Big Nut Bust	Big Sean	159.999		2011/1/19
Memories Pt 2	Big Sean	93		2011/8/4
Guap	Big Sean	146		2012/12/20
Who Knows	Big Sean	101		2010/7/8
Poster	Big Sean	88.499		2010/12/8
I Don't Think They Want It	Big Sean	90.0332	Gm	2010/12/8
Poed Up	Big Sean	140		2010/7/8
Marvin & Chardonnay (Xaphoon Jones Remix)	Big Sean	133		2012/10/12
High (Hot Sugar Remix)	Big Sean	99.001		2012/10/12
Sunny Day	Big Tymers	165.835	D	2009/3/31
This Is How We Do It	Big Tymers	101.002		2010/7/8
#1 Stunna	Big Tymers	89.007		2008/12/7
Project Bitch	Big Tymers	150.193		2010/7/8
Still Fly	Big Tymers	88.978		2008/12/7
Sky High	KiD CuDi	88.998		2010/7/8
Honest Expression	Binary Star	98.91		2010/9/24
Rattle	Bingo Players	128		2013/7/17
Fully Loaded	Birdman	151.001	Bm	2009/3/31
I Run This	Birdman	162.002		2009/3/31
Believe Dat	Birdman	159	Gbm	2009/3/31
Pop Bottles	Birdman	150.024		2009/3/31
Get It All Together	Birdman & Lil Wayne	156.201		2010/7/8
We Got That	Birdman	158.001		2010/7/8
Keeps Spinnin'	Birdman	155.996	Am	2010/7/8
Money To Blow	Birdman	132.999		2010/7/8
I Run This (Remix)	Birdman	161.999		2010/7/8
Fire Flame (Remix)	Birdman	148.001		2010/11/21
Money To Blow (Remix)	Birdman	133		2010/7/8
Pop Bottles (Death To The Throne Remix)	Birdman	137.001		2011/3/20
What Happened To That Boy	Birdman	92.9995		2008/12/7
Southside	Birdman	157.601		2010/7/8
Money To Blow (Xaphoon Jones Remix)	Birdman	133	C	2010/3/19
Loyalty (Skit)	Birdman & Lil Wayne	108.009		2010/3/19
Over Here Hustlin'	Birdman & Lil Wayne	144.398		2010/3/19
1st Key	Birdman & Lil Wayne	151	Em	2010/3/19
Stunting Like My Daddy	Birdman & Lil Wayne	159.998		2010/3/19
Like Father, Like Son	Birdman & Lil Wayne	153.999		2010/3/19
Family Rules (Skit)	Birdman & Lil Wayne	104.997		2010/3/19
You Ain't Know	Birdman & Lil Wayne	153.001		2010/3/19
Know What I'm Doin'	Birdman & Lil Wayne	155.999		2010/3/19
Don't Die	Birdman & Lil Wayne	134.999		2010/3/19
Ain't Worried Bout Shit	Birdman & Lil Wayne	91.999		2010/3/19
Out The Pound	Birdman & Lil Wayne	160	Dm	2010/3/19
Leather So Soft	Birdman & Lil Wayne	145.001		2010/3/19
Army Gunz	Birdman & Lil Wayne	157.996		2010/3/19
Protector (Skit)	Birdman & Lil Wayne	130.011	Ebm	2010/3/19
Get That Money	Birdman & Lil Wayne	137.999		2010/3/19
No More	Birdman & Lil Wayne	148.001		2010/3/19
High	Birdman & Lil Wayne	87.9999	Gm	2010/3/19
Cali Dro	Birdman & Lil Wayne	149.997		2010/3/19
About All That	Birdman & Lil Wayne	110.998		2010/3/19
Respect (Skit)	Birdman & Lil Wayne	144.008		2010/3/19
My Neck Of The Woods	Birdman & Lil Wayne	89.0012	Gm	2010/3/19
Stunt While We Shinin	Birdman & Lil Wayne	164.001		2010/7/8
"Goin' In (Skrillex ""Goin' Down"" Mix)"	Birdy Nam Nam	140.006		2012/12/16
"Goin' In (Skrillex ""Goin' Hard"" Mix)"	Birdy Nam Nam	173.999	Gbm	2012/12/20
Exclusive (I Got It)	Bishop Lamont	95	www.OnSMASH.com	2010/7/8
Hallelujah	Bishop Lamont	141.226	www.OnSMASH.com	2010/7/8
Feel On It	Bishop LAmont	89.999		2010/7/8
Love Like This (Viceroy Remix)	Bixel Boys	124		2013/3/19
Money	Bizzy Bone	160	Ebm	2010/7/8
Bad Girl	Black Butterfly	94.591		2010/7/8
Let's Get Retarded	Black Eyed Peas	105.039		2008/12/7
Don't Phunk With My Heart	Black Eyed Peas	130.874		2011/2/25
Pump It	Black Eyed Peas	140.822		2010/7/8
My Style	Black Eyed Peas	104.291		2011/2/25
Don't Lie	Black Eyed Peas	89.899		2011/2/25
Like That	Black Eyed Peas	112.009		2011/2/25
Dum Diddly	Black Eyed Peas	98.064		2011/2/25
Feel It	Black Eyed Peas	98.228		2011/2/25
Gone Going	Black Eyed Peas	99.024		2011/2/25
They Don't Want Music	Black Eyed Peas	106.001	Em	2011/2/25
Disco Club	Black Eyed Peas	113.701		2011/2/25
Bebot	Black Eyed Peas	108		2010/7/8
Ba Bump	Black Eyed Peas	97.294		2011/2/25
Audio Delite At Low Fidelity	Black Eyed Peas	88.0005	Em	2011/2/25
Union	Black Eyed Peas	107		2011/2/25
Where Is The Love	Black Eyed Peas	94.102		2010/7/8
Boom Boom Pow	Black Eyed Peas	130.001		2010/7/8
Rock That Body	Black Eyed Peas	125.001		2010/7/8
Imma Be	Black Eyed Peas	122.001		2009/6/22
I Gotta Feeling	Black Eyed Peas	127.999		2010/7/8
Out Of My Mind	Black Eyed Peas	120.999		2010/7/8
Electric City	Black Eyed Peas	89		2010/7/8
Boom Boom Pow (Remix)	Black Eyed Peas	130.001		2010/7/8
Imma Be (Wolfgang Gartner Remix)	Black Eyed Peas	128		2012/8/25
Just Can't Get Enough (The SoniXx Dubstep Remix)	Black Eyed Peas	140		2011/10/10
Just Can't Get Enough	Black Eyed Peas	93.999		2011/4/5
The Time (Zedd Remix)	Black Eyed Peas	128		2011/2/9
Not Gonna Teach Your Boyfriend	Black Kids	124.002		2009/3/31
Not Gonna Teach Him (The Twelves Kickmix)	Black Kids	125		2009/2/28
Blazing Arrow	Blackalicious	92.553		2010/7/8
Deception	Blackalicious	157.473		2010/7/8
Lotus Flower	Blackalicious	92.043		2010/7/8
Black Diamonds and Pearls	Blackalicious	89.033		2010/7/8
The Craft	Blackalicious	107.995		2010/7/8
Booty Call (Remix)	Blackstreet	113.062	Bb	2010/7/8
No Diggity (Bondax Edit)	Blackstreet	107.998		2013/9/6
Ride & Swerve	Blak Jak	155.002		2010/7/8
Coochie	Blakroc	123.515		2010/7/8
On The Vista	Blakroc	89.981		2010/7/8
Hard Times	Blakroc	157.03		2010/7/8
Dollaz & Sense	Blakroc	90.551		2010/7/8
Why Can’t I Forget Him	Blakroc	89		2010/7/8
Stay Off The Fuckin’ Flowers	Blakroc	89.657		2010/7/8
Ain’t Nothing Like You (Hoochie Coo)	Blakroc	173.211	Gm	2010/7/8
Hope You're Happy	Blakroc	140		2010/7/8
Telling Me Things	Blakroc	106.421		2010/7/8
What You Do To Me	Blakroc	173.225	Gm	2010/7/8
Done Did It	Blakroc	91.693		2010/7/8
Shake It To The Ground	Blaqstarr	121.143		2011/2/9
Oh My Darling (Raw Version)	Blaqstarr	130.999		2011/4/5
Dumpweed	Blink-182	101.82		2009/3/31
Don't Leave Me	Blink-182	144.953	A	2009/3/31
Aliens Exist	Blink-182	110.62		2009/3/31
Going Away To College	Blink-182	90.794		2009/3/31
What's My Age Again?	Blink-182	157.076	Gb	2010/7/8
Dysentery Gary	Blink-182	130.371		2009/3/31
All The Small Things	Blink-182	147.346	C	2010/7/8
The Party Song	Blink-182	103.199		2009/3/31
Mutt	Blink-182	106.052		2009/3/31
Wendy Clear	Blink-182	114.55		2009/3/31
Anthem	Blink-182	107.897		2009/3/31
First Date	Blink-182	95.589		2010/7/8
Adam's Song	Blink-182	137.67		2010/7/8
I Miss You	Blink-182	158.121		2010/7/8
Phone Sex	Blood Diamonds	127.891		2013/6/4
Chevy Boyz	Blood Raw	91.9738	Abm	2010/7/8
Bad Touch	Bloodhound Gang	122.998		2008/12/7
SLNGBNGrs!	Blu	88.7528	Am	2010/12/8
Half A Knot	Blu	101.21		2010/7/8
Mama Told Me	Blu	99.91		2010/7/8
The Only Way	Blu	89.101		2010/7/8
Eyes On Fire (Zeds Dead Remix)	Blue Foundation	145		2013/2/19
Heut Ist Mein Tag	Blümchen	162.994		2010/7/8
How It Was Supposed To Be	Boaz	90.698	www.OnSMASH.com	2010/7/8
Buffalo Soldier	Bob Marley	124		2010/3/19
Could You Be Loved	Bob Marley	103.319		2010/3/19
Exodus	Bob Marley	134		2010/3/19
Get Up Stand Up	Bob Marley	156.206	Cm	2010/3/19
I Shot the Sheriff	Bob Marley	96.296		2010/3/19
Is This Love	Bob Marley	122.445		2010/3/19
Jamming	Bob Marley	123.429		2010/3/19
No Woman No Cry	Bob Marley	156.743	Fm	2010/3/19
One Love (People Get Ready)	Bob Marley	154.045	Bb	2010/3/19
Punky Reggae Party	Bob Marley	134.633		2010/3/19
Redemption Song	Bob Marley	114.986		2010/3/19
Satisfy My Soul	Bob Marley	126.971		2010/3/19
Stir It Up	Bob Marley	97.381		2010/3/19
Three Little Birds	Bob Marley	148.183		2010/3/19
Waiting In Vain	Bob Marley	170.025		2010/3/19
Fuck The Money	B.o.B	92.492		2010/12/8
Trunk Band	B.o.B.	120		2010/3/19
Beep Beep	Bobby Valentino	158		2010/7/8
Social Studies (Plastic Plates Remix)	Body Language	100		2011/5/30
Hit The Floor 	Bohagon	124.488		2010/7/8
Skinny Love	Bon Iver	148.872		2010/7/8
You Give Love A Bad Name	Bon Jovi	122.788		2010/7/8
Captain Crash & The Beauty Queen From Mars	Bon Jovi	121.834		2010/7/8
Gold (Snakehips Bootleg)	Bondax	95.997		2013/5/28
Never Scared (Remix)	Bone Crusher	146	Em	2010/7/8
Never Scared	Bone Crusher	145.988	Em	2010/7/8
Thug Luv	Bone Thugs-n-Harmony	134.132		2010/7/8
Crossroads	Bone Thugs-n-Harmony	144.285		2010/7/8
I Tried	Bone Thugs-n-Harmony	97.376		2010/7/8
Thug Mentality	Bone Thugs-n-Harmony	130.644		2010/7/8
Thuggish Ruggish Bone	Bone Thugs-n-Harmony	129.526		2010/7/8
Young Thugs	Bone Thugs-n-Harmony	89.667		2010/7/8
Boondock Saints Theme	Boondock Saints	121.022	A	2010/7/8
Cry Me A River	Borgore	138.002		2013/1/29
My Favourite Tingz	Borgore	134.997		2013/1/29
Nympho	Borgore	140		2013/1/29
Sunsets	Borgore	140.001		2011/10/16
Thoughts	Borgore	89.9995		2013/1/29
Ice Cream	Borgore	139.999		2011/4/16
Womanizer	Borgore	138.999		2011/10/2
A-Yo	Bossman	111.619		2010/10/22
Break Me Off	Bossman	157.802	Am	2010/7/8
Handclap	Bossman	93.299		2010/7/8
You Can Get It All	Bow Wow	88.999	www.OnSMASH.com	2010/7/8
I'm A Flirt	Bow Wow	137.996		2010/7/8
Don't Know About That	Bow Wow	152.999		2010/7/8
Basketball	Bow Wow	107.648		2008/12/7
Can I Be Your Man	Bow Wow	149.9		2010/7/8
Like You	Bow Wow	164		2010/7/8
Shorty Like Mine	Bow Wow	141.933	Bb	2010/7/8
Let's Get Down	Bow Wow	104.876	C	2010/7/8
Fresh Azimiz	Bow Wow	160.001	Ebm	2008/12/7
Hey Baby	Bow Wow & Omarion	135.997		2010/7/8
Hoodstar	Bow Wow & Omarion	169.99		2010/7/8
1010	Boys Noize	124.558		2010/9/24
Motownphilly	Boyz II Men	114.145		2010/7/8
Lay It Down	Boyz N Da Hood	89.8027	Dm	2008/12/7
Carbon 15's, A.K.'s & Mac 11's	Boyz N Da Hood	130		2010/7/8
Don't Put Your Hands On Me	Boyz N Da Hood	158	Dbm	2010/7/8
Back Up In The Chevy	Boyz N Da Hood	156	Dm	2010/7/8
Dem Boyz (Remix)	Boyz N Da Hood	156.996		2010/7/8
Dem Boyz	Boyz N Da Hood	156.995	Ebm	2010/7/8
Right Here	Brandy	93		2010/7/8
Masturbating Flesh Collector	Bratkilla	140	Ebm	2011/1/19
Baby I'm Yours	Breakbot	117.981		2010/3/19
Please Dont	Breakbot	120.999		2010/7/8
Bait	Brenmar & DJ Sliink	133.001		2013/6/12
That Tree (Snoop and Cudi vs The xx)	Brenton Duvall	100.999		2010/9/24
Mean Planes and Taylor Gangs	Brenton Duvall	170.999	Dm	2012/5/25
First Day Of My Life	Bright Eyes	113		2010/7/8
Football Season Is Over	Bring Me The Horizon	140	G	2011/4/22
Baby One More Time	Britney Spears	92.979		2010/7/8
(You Drive Me) Crazy	Britney Spears	101.062		2010/7/8
Sometimes	Britney Spears	95.979		2010/10/6
Soda Pop	Britney Spears	92.005		2009/3/16
Born To Make You Happy	Britney Spears	168.236	Bm	2009/3/16
I Will Be There	Britney Spears	126.275		2009/3/16
I Will Still Love You	Britney Spears	160.003	Db	2009/3/16
Thinkin' About You	Britney Spears	98.004		2009/3/16
E-Mail My Heart	Britney Spears	142.001		2009/3/16
The Beat Goes On	Britney Spears	154.84	Fm	2009/3/16
Gimme More	Britney Spears	113.331		2010/7/8
Piece Of Me	Britney Spears	115		2010/7/8
I'm A Slave 4 U	Britney Spears	110.001		2010/7/8
Circus	Britney Spears	114.999		2010/7/8
Kill The Lights	Britney Spears	122		2010/7/8
If U Seek Amy	Britney Spears	130.001		2010/7/8
Till The World Ends	Britney Spears	131.999		2011/4/5
Hold It Against Me	Britney Spears	137.127		2011/2/22
Inside Out	Britney Spears	89.999		2011/4/1
Big Fat Bass	Britney Spears	134.584		2011/4/1
I Wanna Go	Britney Spears	129.999		2011/5/1
How I Roll	Britney Spears	146	Bb	2011/5/1
(Drop Dead) Beautiful	Britney Spears	119.998		2011/5/1
Seal It With A Kiss	Britney Spears	125.001		2011/5/1
Trouble For Me	Britney Spears	126		2011/5/1
Trip To Your Heart	Britney Spears	125		2011/5/1
Criminal	Britney Spears	108		2011/5/1
Gasoline	Britney Spears	124.232		2011/4/22
Toxic	Britney Spears	142.999		2010/7/8
Oops I Did It Again	Britney Spears	97.344		2013/2/28
3	Britney Spears	135.001		2010/7/8
3 (Wolfgang Gartner Remix)	Britney Spears	129.003		2011/4/5
Circus (Diplo Remix)	Britney Spears	125.001		2010/7/8
If U Seek Amy (Flashlight Remix)	Britney Spears	140		2010/7/8
Till The World Ends (Remix)	Britney Spears	131.999		2011/5/1
Womanizer	Britney Spears	138.992		2010/7/8
The Drop (MUST DIE! Remix)	Bro Safari	170	Gm	2013/5/28
The Drop	Bro Safari	170.001	Gm	2013/5/28
Girlfight	Brooke Valentine	99.966		2010/7/8
Club Bizarre	Brooklyn Bounce	140.145		2010/1/20
Self Taught	Brother Ali	97.002		2010/7/8
Forest Whitaker	Brother Ali	173.998	Fm	2010/7/8
Victory	Brother Ali	91		2013/2/28
Good Lord	Brother Ali	93		2010/7/8
Uncle Sam Goddamn	Brother Ali	88.001		2010/7/8
The Freshest Kids	Brother Ali	93		2010/7/8
Locked Out of Heaven	Bruno Mars	144		2012/12/20
Grenade (Passion Pit Remix)	Bruno Mars	108.996		2011/3/31
The Other Side	Bruno Mars	140	Fm	2011/4/1
Tomahawk (Original Mix)	BT & Adam K	130	Bbm	2013/3/6
I Like It A Lot	Bubba Sparxxx	96.999		2010/7/8
Heat It Up	Bubba Sparxxx	95.998		2010/7/8
Deliverance	Bubba Sparxxx	91.9215	C	2010/7/8
Ms. New Booty	Bubba Sparxxx	97.044		2010/7/8
Ugly	Bubba Sparxxx	90.813		2010/7/8
Crazy Bitch	Buckcherry	98.005		2010/7/8
Go All Out	Buckshot	92.5		2010/7/8
Janky	Buku	140.001		2013/1/29
That's Gangsta	Bun B	160.001		2010/7/8
Swang On 'Em	Bun B	125.001		2010/7/8
Damn I'm Cold	Bun B	150.001		2010/7/8
You're Everything	Bun B	132		2010/7/8
I Love College (Remix)	Bun B	172.941	Cm	2010/7/8
Get It Girl	Bun B	105		2010/7/8
Hangover (BaBaBa)	Buraka Som Sistema	140		2013/5/29
Up All Night	Buraka Som Sistema	139.999		2012/2/15
Ghost Hardware	Burial	135.97		2010/9/24
Glycerine	Bush	131.514		2012/7/17
Arab Money	Busta Rhymes	140.122		2010/7/8
Dont Touch Me	Busta Rhymes	113.007		2010/7/8
Make It Clap	Busta Rhymes	91.435		2010/7/8
In The Ghetto	Busta Rhymes	113.49		2010/7/8
New York Shit	Busta Rhymes	99.78		2010/7/8
Touch It	Busta Rhymes	102.031		2010/7/8
I Love My Bitch	Busta Rhymes	97.001		2010/7/8
We Rollin'	Busta Rhymes	155.997	www.OnSMASH.com	2010/7/8
Arab Money (Remix)	Busta Rhymes	93.405		2010/7/8
Break Ya Neck	Busta Rhymes	165.854	Am	2008/12/7
Dont Touch Me (Remix)	Busta Rhymes	113.01		2010/7/8
Flava In Ya Ear (Remix)	Busta Rhymes	88.972		2010/7/8
Gimme Some More	Busta Rhymes	136.47		2010/7/8
Hustlers	Busta Rhymes	142.051		2010/7/8
I Know What You Want	Busta Rhymes	171.856	Ebm	2010/7/8
Make It Clap (Remix)	Busta Rhymes	125.701		2010/7/8
Pass the Courvoisier	Busta Rhymes	98.025		2010/7/8
Put Your Hands Where My Eyes Could See	Busta Rhymes	99.4748	Abm	2010/7/8
Scenario (Remix)	Busta Rhymes	102.01		2010/7/8
Touch It (Remix)	Busta Rhymes	102.027		2010/7/8
We Made It	Busta Rhymes	139		2010/7/8
The Body Rock	Busta Rhymes	172.55	Fm	2010/7/8
Blown	Busta Rhymes	121.2		2010/7/8
To Protect and Entertain	Busy P	104		2010/7/8
Splash	Byrd Gang	167.463	A	2010/7/8
Would You Feel	C-Bool	138		2010/7/8
Inside Peanut Butter Outside Jelly	Cadillac Don	151.957		2010/7/8
Percolator (Major Lazer Percumajor Remix)	Cajmere	126.996		2013/3/2
Green Valley	Calvin Harris	160	Am	2012/11/10
Bounce	Calvin Harris	127.981		2012/11/10
Feel So Close	Calvin Harris	127.981		2012/11/10
We Found Love	Calvin Harris	128		2012/11/10
We'll Be Coming Back	Calvin Harris	128		2012/11/10
Mansion	Calvin Harris	112		2012/11/10
Iron	Calvin Harris & Nicky Romero	126.001		2012/11/10
I Need Your Love	Calvin Harris	125.001		2012/11/10
Drinking from the Bottle	Calvin Harris	127.999		2012/11/10
Sweet Nothing	Calvin Harris	128.002		2012/11/10
School	Calvin Harris	111.498		2012/11/10
Here 2 China	Calvin Harris & Dillon Francis	89.999		2012/11/10
Let's Go	Calvin Harris	127.981		2012/11/10
Awooga	Calvin Harris	126.001		2012/11/10
Thinking About You	Calvin Harris	128		2012/11/10
I'm Not Alone	Calvin Harris	131.002		2010/3/19
Yeah Yeah Yeah La La La	Calvin Harris	129		2010/3/19
Sweet Nothing (Diplo & Grandtheft Remix)	Calvin Harris	140		2013/1/29
Stars Come Out	Calvin Harris	130.003		2010/3/19
Feel So Close (Nero Remix)	Calvin Harris	138.059		2012/7/15
I'm Not Alone (Doorly Remix)	Calvin Harris	130.999		2011/3/24
Stars Come Out (Dillon Francis Remix)	Calvin Harris	137.001		2012/1/23
Oh Boy	Cam'ron	166.073	Abm	2010/7/8
Hey Ma	Cam'ron	90.316		2010/7/8
