FIPS	County	2010	2000	1990	1980	1970	1960	1950	1940	1930	1920	1910	1900	1890	1880	1870	1860	1850	1840	1830	1820	1810	1800	1790	c2010	c2000	c1990	c1980	c1970	c1960	c1950	c1940	c1930	c1920	c1910	c1900	c1890	c1880	c1870	c1860	c1850	c1840	c1830	c1820	c1810	c1800
28011	Bolivar 	34145	40619	41875	45965	49409	54464	63004	67574	71051	57669	48905	35427	29980	18652	9732	10471	2577	1356	---	---	---	---		-0.15938354	-0.02999403	-0.088980746	-0.0697039	-0.092813602	-0.135546949	-0.067629562	-0.048936679	0.232048414	0.17920458	0.380444294	0.181687792	0.607334334	0.916563913	-0.070575876	3.063251843	0.900442478	.	.	.	.	.
28013	Calhoun 	14962	15060	14908	15664	14623	15941	18369	20893	18080	16823	17726	16512	14688	13492	10561	9518	---	---	---	---	---	---		-0.006507304	0.010195868	-0.048263534	0.071189222	-0.082679882	-0.132179215	-0.120806012	0.155586283	0.074719135	-0.050942119	0.073522287	0.124183007	0.088645123	0.277530537	0.109581845	.	.	.	.	.	.	.
28015	Carroll 	10597	10751	9237	9776	9397	11177	15499	20651	19765	20324	23139	22116	18773	17795	21047	22035	18491	10481	---	---	---	---		-0.014324249	0.16390603	-0.055135025	0.040332021	-0.159255614	-0.2788567	-0.249479444	0.044826714	-0.027504428	-0.121656078	0.046256104	0.178074895	0.054959258	-0.154511332	-0.044837758	0.191660808	0.764240053	.	.	.	.	.
28017	Chickasaw 	17392	19447	18085	17853	16805	16891	18951	21427	20835	22212	22846	19892	19891	17905	19899	16426	16369	2955	---	---	---	---		-0.105671826	0.075311031	0.012995015	0.062362392	-0.005091469	-0.108701388	-0.115555141	0.028413727	-0.061993517	-0.027751029	0.14850191	5.0274E-05	0.110918738	-0.100206041	0.211433094	0.003482192	4.539424704	.	.	.	.	.
28019	Choctaw 	8547	9759	9071	8996	8440	8423	11009	13548	12339	12491	14357	13036	10847	9036	16988	15722	11402	6010	---	---	---	---		-0.124193053	0.075846103	0.008337039	0.065876777	0.002018283	-0.234898719	-0.187407735	0.097982008	-0.012168762	-0.129971443	0.101334765	0.201806951	0.20042054	-0.468095126	0.080524106	0.378880898	0.897171381	.	.	.	.	.
28021	Claiborne 	9604	11837	11370	12279	10086	10845	11944	12810	12152	13019	17403	20787	14516	16768	13386	15679	14941	13078	9787	5963	3102	---		-0.188645772	0.041072999	-0.07402883	0.217430101	-0.069986169	-0.092012726	-0.067603435	0.054147465	-0.066594977	-0.25191059	-0.162794054	0.432006062	-0.134303435	0.252652025	-0.146246572	0.049394284	0.142452974	0.336262389	0.641287942	0.922308188	.	.
28023	Clarke 	16732	17796	17313	16945	15049	16493	19362	20596	19679	17927	21630	17741	15826	15021	7505	10771	5477	2986	---	---	---	---		-0.059788717	0.027898111	0.021717321	0.125988438	-0.087552295	-0.148176841	-0.059914547	0.046597896	0.097729681	-0.171197411	0.21920974	0.121003412	0.053591638	1.00146569	-0.303221614	0.966587548	0.83422639	.	.	.	.	.
28025	Clay 	20634	21984	21120	21082	18840	18933	17757	19030	17931	17490	20203	19563	18607	17367	---	---	---	---	---	---	---	---		-0.061408297	0.040909091	0.001802486	0.119002123	-0.004912058	0.066227403	-0.066894377	0.061290502	0.025214408	-0.134286987	0.032714819	0.051378513	0.071399781	.	.	.	.	.	.	.	.	.
28027	Coahoma 	26151	30617	31665	36918	40447	46212	49361	48333	46327	41511	34217	26293	18342	13568	7144	6606	2780	1290	---	---	---	---		-0.145866675	-0.033096479	-0.142288315	-0.087249981	-0.124751147	-0.063795304	0.021269112	0.043300883	0.116017441	0.213168893	0.301372989	0.433485988	0.351857311	0.899216125	0.081441114	1.376258993	1.15503876	.	.	.	.	.
28029	Copiah 	29449	28763	27592	26503	24749	27051	30493	33974	31614	28672	35914	34395	30233	27552	20608	15398	11794	8954	7001	---	---	---		0.023850085	0.042439838	0.041089688	0.07087155	-0.085098518	-0.112878366	-0.102460705	0.074650471	0.102608817	-0.201648382	0.044163396	0.137664142	0.097306911	0.336956522	0.338355631	0.305579108	0.317176681	0.278960149	.	.	.	.
28031	Covington 	19568	19418	16527	15927	14002	13637	16036	17030	15028	14869	16909	13076	8299	5993	4753	4408	3338	2717	2551	2230	---	---		0.007724791	0.174925879	0.037671878	0.13748036	0.026765418	-0.149600898	-0.058367587	0.133217993	0.010693389	-0.12064581	0.293132456	0.575611519	0.384782246	0.26088786	0.078266788	0.320551228	0.228560913	0.065072521	0.143946188	.	.	.
28033	DeSoto 	161252	107252	67910	53930	35885	23891	24599	26663	25438	24359	23130	24751	24183	22924	32021	23336	19042	7002	---	---	---	---		0.503487114	0.579325578	0.259224921	0.502856347	0.502030053	-0.028781658	-0.077410644	0.048156302	0.044295743	0.053134457	-0.065492303	0.023487574	0.054920607	-0.284094813	0.372171752	0.225501523	1.719508712	.	.	.	.	.
28035	Forrest 	74934	71934	68314	66018	57849	52722	45055	34901	30115	21238	20722	---	---	---	---	---	---	---	---	---	---	---		0.041704896	0.052990602	0.034778394	0.141212467	0.097245931	0.170169792	0.290937222	0.158924124	0.417977211	0.024901071	.	.	.	.	.	.	.	.	.	.	.	.
28037	Franklin 	8118	8419	8377	8208	8011	9286	10929	12504	12268	14156	15193	13678	10424	9729	7498	8265	5904	4775	4622	3821	2016	---		-0.035752465	0.005013728	0.020589669	0.024591187	-0.137303468	-0.150333974	-0.125959693	0.019237039	-0.133371009	-0.068255117	0.110761807	0.312164236	0.071435913	0.297546012	-0.092800968	0.399898374	0.236439791	0.033102553	0.209630987	0.895337302	.	.
28039	George 	22578	19224	16673	15297	12459	11098	10012	8704	7523	5564	6599	---	---	---	---	---	---	---	---	---	---	---		0.174469413	0.153001859	0.089952278	0.227787142	0.122634709	0.108469836	0.150275735	0.156985245	0.352084831	-0.156841946	.	.	.	.	.	.	.	.	.	.	.	.
28041	Greene 	14400	13287	10220	9827	8545	8366	8215	9512	10644	10430	6050	6795	3906	3194	2038	2232	2018	1636	1854	1445	---	---		0.083766087	0.300097847	0.039991859	0.150029257	0.021396127	0.01838101	-0.136354079	-0.106350996	0.020517737	0.723966942	-0.109639441	0.739631336	0.222917971	0.567222767	-0.086917563	0.10604559	0.233496333	-0.117583603	0.283044983	.	.	.
28043	Grenada 	21906	23273	21555	21043	19854	18409	18830	19052	16802	13607	15727	14112	14974	12071	10571	---	---	---	---	---	---	---		-0.058737593	0.079703085	0.024331131	0.059887176	0.078494215	-0.022357939	-0.01165232	0.133912629	0.234805615	-0.134800025	0.11444161	-0.057566449	0.240493745	0.141897644	.	.	.	.	.	.	.	.
28045	Hancock 	43929	42945	31760	24537	17387	14039	11891	11328	11415	10380	11207	11886	8318	6439	4239	3139	3672	3367	1962	1594	---	---		0.022913028	0.352172544	0.294371765	0.411226779	0.238478524	0.180640821	0.049699859	-0.007621551	0.099710983	-0.073793165	-0.057126031	0.428949267	0.291815499	0.518990328	0.350430073	-0.145152505	0.090585091	0.716106014	0.230865747	.	.	.
28047	Harrison 	187105	189577	165365	157665	134582	119489	84073	50799	44143	32855	34658	21002	12481	7895	5795	4819	4875	---	---	---	---	---		-0.013039556	0.146415505	0.048837726	0.17151625	0.126312882	0.421252959	0.655012894	0.150782684	0.343570233	-0.052022621	0.650223788	0.682717731	0.580873971	0.362381363	0.202531646	-0.011487179	.	.	.	.	.	.
28049	Hinds 	245285	250752	254441	250998	214973	187045	142164	107273	85118	57110	63726	52577	39279	43958	30488	31339	25340	19098	8645	---	---	---		-0.021802418	-0.01449845	0.013717241	0.167579184	0.149311663	0.31569877	0.325254258	0.260285721	0.490421993	-0.103819477	0.212050897	0.338552407	-0.106442513	0.441813172	-0.027154664	0.236740331	0.326840507	1.20913823	.	.	.	.
28051	Holmes 	19198	21608	21604	22970	23120	27096	33301	39710	38534	34513	39088	36828	30970	27164	19370	17791	13928	9452	---	---	---	---		-0.111532766	0.000185151	-0.059468872	-0.006487889	-0.146737526	-0.186330741	-0.161395115	0.030518503	0.116506824	-0.117043594	0.061366352	0.189150791	0.140111913	0.402374806	0.08875274	0.277354968	0.473550571	.	.	.	.	.
28053	Humphreys 	9375	11191	12134	13931	14601	19093	23115	26257	24729	19192	---	---	---	---	---	---	---	---	---	---	---	---		-0.162273255	-0.07771551	-0.128992894	-0.045887268	-0.23526947	-0.173999567	-0.119663328	0.061789801	0.288505627	.	.	.	.	.	.	.	.	.	.	.	.	.
28055	Issaquena 	1406	2274	1909	2513	2737	3576	4966	6433	5734	7618	10560	10400	12318	10004	6887	7831	4478	---	---	---	---	---		-0.381706245	0.191199581	-0.240350179	-0.081841432	-0.234619687	-0.279903343	-0.228042904	0.12190443	-0.247309005	-0.278598485	0.015384615	-0.155707095	0.231307477	0.45259184	-0.120546546	0.748771773	.	.	.	.	.	.
28057	Itawamba 	23401	22774	20017	20518	16847	15080	17216	19922	18225	15647	14526	13544	11708	10663	7812	17695	13528	5375	---	---	---	---		0.027531395	0.137732927	-0.024417585	0.217902297	0.117175066	-0.124070632	-0.135829736	0.093113855	0.164760018	0.077171968	0.07250443	0.156815852	0.098002438	0.364951357	-0.558519356	0.308027794	1.516837209	.	.	.	.	.
28059	Jackson 	139668	131439	115243	118015	87975	55522	31401	20601	15973	19208	15451	16513	11251	7607	4362	4122	3196	1965	1792	1682	---	---		0.062606989	0.14053782	-0.02348854	0.341460642	0.584507042	0.76816025	0.524246396	0.289738934	-0.168419409	0.243155783	-0.064312966	0.467691761	0.47903247	0.743924805	0.058224163	0.289737171	0.626463104	0.096540179	0.065398335	.	.	.
28061	Jasper 	17062	18148	17114	17265	15994	16909	18912	19484	18634	18508	18498	15394	14785	12126	10884	11007	6184	3958	---	---	---	---		-0.059841305	0.060418371	-0.008746018	0.0794673	-0.054113194	-0.105911591	-0.029357421	0.045615541	0.006807867	0.000540599	0.201637001	0.041190396	0.219280884	0.114112459	-0.011174707	0.779915912	0.562405255	.	.	.	.	.
28063	Jefferson 	7726	9723	8653	9181	9295	10142	11306	13969	14291	15946	18221	21292	18947	17314	13848	15349	13193	11650	9755	6822	4001	2940		-0.205389283	0.123656535	-0.057510075	-0.012264658	-0.0835141	-0.102954184	-0.190636409	-0.022531663	-0.103787784	-0.124855935	-0.144232576	0.123766295	0.094316738	0.25028885	-0.097791387	0.163419995	0.132446352	0.194259354	0.429932571	0.705073732	0.360884354	.
28065	Jefferson Davis 	12487	13954	14051	13846	12936	13540	15500	15869	14281	12755	12860	---	---	---	---	---	---	---	---	---	---	---		-0.105131145	-0.006903423	0.01480572	0.07034632	-0.044608567	-0.126451613	-0.023252883	0.111196695	0.119639357	-0.008164852	.	.	.	.	.	.	.	.	.	.	.	.
28067	Jones 	67761	64955	62031	61912	56357	59542	57235	49227	41492	32919	29885	17846	8333	3828	3313	3323	2164	1258	1471	---	---	---		0.043199138	0.047137721	0.001922083	0.098568057	-0.053491653	0.040307504	0.162674955	0.186421479	0.260427109	0.101522503	0.674604953	1.141605664	1.176854754	0.155448234	-0.003009329	0.535582255	0.720190779	-0.144799456	.	.	.	.
28069	Kemper 	10456	10447	10356	10148	10233	12277	15893	21867	21881	19619	20348	20492	17961	15719	12920	11682	12517	7663	---	---	---	---		0.000861491	0.008787177	0.02049665	-0.008306459	-0.166490185	-0.22752155	-0.273197055	-0.000639825	0.115296396	-0.035826617	-0.007027133	0.14091643	0.142629938	0.216640867	0.105975004	-0.066709275	0.633433381	.	.	.	.	.
28071	Lafayette 	47351	38687	31826	31030	24181	21355	22798	21257	19978	19243	21883	22110	20553	21671	18802	16125	14069	6531	---	---	---	---		0.223951198	0.215578458	0.025652594	0.283238907	0.132334348	-0.063295026	0.072493767	0.064020422	0.038195708	-0.120641594	-0.010266848	0.075755364	-0.051589682	0.15259015	0.166015504	0.146136897	1.15418772	.	.	.	.	.
28073	Lamar 	55658	39877	30424	23821	15209	13675	13225	12096	12848	12869	11741	---	---	---	---	---	---	---	---	---	---	---		0.395741906	0.310708651	0.277192393	0.566243672	0.112175503	0.034026465	0.09333664	-0.058530511	-0.001631828	0.096073588	.	.	.	.	.	.	.	.	.	.	.	.
28075	Lauderdale 	80261	78168	75555	77285	67087	67119	64171	58247	52748	45897	46919	38150	29661	21501	13462	13313	8717	5358	---	---	---	---		0.026775663	0.034584078	-0.02238468	0.152011567	-0.000476765	0.045939755	0.101704809	0.104250398	0.149269015	-0.02178222	0.229855832	0.286200735	0.379517232	0.597162383	0.011192068	0.527245612	0.626913027	.	.	.	.	.
28077	Lawrence 	12929	13201	12458	12518	11137	10215	12639	13983	12471	12663	13080	15103	12318	9420	6720	9213	6478	5920	5293	4916	---	---		-0.0206045	0.059640392	-0.004793098	0.124001077	0.090259422	-0.191787325	-0.096116713	0.12124128	-0.015162284	-0.031880734	-0.133946898	0.226091898	0.307643312	0.401785714	-0.270595897	0.422198209	0.094256757	0.118458341	0.076688365	.	.	.
28079	Leake 	23805	20930	18436	18790	17085	18660	21610	24570	21803	16973	18298	17360	14803	13146	8496	9324	5533	2162	---	---	---	---		0.137362637	0.135278802	-0.018839808	0.099795142	-0.084405145	-0.136510875	-0.12047212	0.126909141	0.284569611	-0.072412285	0.054032258	0.172735256	0.126045946	0.547316384	-0.088803089	0.685161757	1.55920444	.	.	.	.	.
28081	Lee 	82910	75664	65581	57061	46148	40589	38237	38838	35313	29618	28894	21956	20040	20470	15955	---	---	---	---	---	---	---		0.09576549	0.153748799	0.149313892	0.236478287	0.136958289	0.061511102	-0.015474535	0.099821595	0.192281721	0.025057105	0.315995628	0.095608782	-0.021006351	0.282983391	.	.	.	.	.	.	.	.
28083	Leflore 	32317	37951	37341	41525	42111	47142	51813	53406	53506	37256	36290	23834	16869	10246	---	---	---	---	---	---	---	---		-0.148454586	0.016335931	-0.100758579	-0.013915604	-0.106720122	-0.09015112	-0.029828109	-0.001868949	0.436171355	0.026618903	0.522614752	0.412887545	0.646398595	.	.	.	.	.	.	.	.	.
28085	Lincoln 	34869	33191	30278	30174	26198	26759	27899	27506	26357	24652	28597	21552	17912	13547	10184	---	---	---	---	---	---	---		0.050555874	0.096208468	0.003446676	0.15176731	-0.020964909	-0.04086168	0.014287792	0.043593732	0.069162745	-0.137951533	0.326883816	0.203215721	0.32221156	0.330223881	.	.	.	.	.	.	.	.
28087	Lowndes 	59779	61596	59308	57304	49700	46639	37852	35245	29987	27632	30703	29095	27047	28244	30502	23625	19544	14513	3173	---	---	---		-0.029498669	0.038578269	0.034971381	0.152997988	0.065631767	0.23214097	0.073967939	0.175342648	0.085227273	-0.100022799	0.055267228	0.075720043	-0.042380683	-0.074027933	0.291089947	0.208810888	0.346654723	3.573904822	.	.	.	.
28089	Madison 	95203	74711	53794	41613	29737	32904	33860	37504	35796	29292	33505	32493	27321	25866	20948	23382	18173	15530	4973	---	---	---		0.274283573	0.388835186	0.292721025	0.399367791	-0.096249696	-0.028233904	-0.097162969	0.047714828	0.222040147	-0.125742427	0.03114517	0.18930493	0.05625145	0.234771816	-0.104097169	0.286634017	0.170186735	2.122863463	.	.	.	.
28091	Marion 	27088	25626	25544	25708	22871	23293	23967	24085	19923	17144	15599	13501	9532	6901	4211	4686	4410	3830	3691	3116	---	---		0.057051432	0.003210147	-0.006379337	0.124043549	-0.018117031	-0.028122001	-0.004899315	0.208904281	0.162097527	0.099044811	0.155395897	0.416386907	0.381249094	0.638803135	-0.10136577	0.062585034	0.151436031	0.037659171	0.184531451	.	.	.
28093	Marshall 	37144	34947	30361	29296	24027	24503	25106	25522	24869	26105	26796	27674	26043	29330	29416	28823	29689	17526	---	---	---	---		0.062866627	0.151049043	0.036353086	0.21929496	-0.019426193	-0.024018163	-0.016299663	0.02625759	-0.047347251	-0.025787431	-0.03172653	0.062627193	-0.112069553	-0.002923579	0.020573847	-0.029169053	0.693997489	.	.	.	.	.
28095	Monroe 	36989	37996	36582	36404	34043	33953	36543	37648	36141	32613	35178	31216	30730	28553	22631	21283	21172	9250	3861	2721	---	---		-0.02650279	0.038652889	0.004889573	0.069353465	0.002650723	-0.070875407	-0.029350829	0.041697795	0.108177721	-0.07291489	0.126922091	0.015815164	0.076244177	0.261676461	0.063336936	0.005242773	1.288864865	1.395752396	0.418963616	.	.	.
28097	Montgomery 	10925	12191	12388	13366	12918	13320	14470	15703	15009	13805	17706	16536	14459	13348	---	---	---	---	---	---	---	---		-0.1038471	-0.015902486	-0.073170732	0.034680291	-0.03018018	-0.079474775	-0.078520028	0.046238923	0.087214777	-0.220320795	0.070754717	0.143647555	0.083233443	.	.	.	.	.	.	.	.	.
28099	Neshoba 	29676	28675	24800	23789	20802	20927	25730	27882	26691	19303	17980	12726	11146	8741	7439	8343	4728	2437	---	---	---	---		0.034908457	0.15625	0.042498634	0.143591962	-0.005973145	-0.186669258	-0.077182412	0.044621783	0.382738434	0.073581758	0.412855571	0.14175489	0.275140144	0.175023525	-0.108354309	0.764593909	0.940090275	.	.	.	.	.
28101	Newton 	21720	21834	20291	19944	18983	19517	22681	24249	22910	20727	23085	19708	16625	13436	10067	9661	4465	2527	---	---	---	---		-0.005221215	0.076043566	0.017398716	0.050624243	-0.027360762	-0.139500022	-0.06466246	0.058446093	0.105321561	-0.10214425	0.171351735	0.185443609	0.237347425	0.334657793	0.042024635	1.163717805	0.766917293	.	.	.	.	.
28103	Noxubee 	11545	12545	12604	13212	14288	16826	20022	25669	25560	23710	28503	30846	27338	29874	20905	20667	16299	9975	---	---	---	---		-0.079713033	-0.004681054	-0.046018771	-0.075307951	-0.150837989	-0.159624413	-0.219992988	0.004264476	0.078026149	-0.168157738	-0.075957985	0.128319555	-0.084889871	0.429036116	0.011515943	0.267991901	0.633984962	.	.	.	.	.
28105	Oktibbeha 	47671	42920	38375	36018	28752	26175	24569	22151	19119	16872	19676	20183	17694	15978	14891	12977	9171	4276	---	---	---	---		0.110694315	0.118436482	0.065439502	0.252712855	0.098452722	0.065366926	0.109159857	0.1585857	0.133179232	-0.14250864	-0.025120151	0.140669153	0.107397672	0.072997112	0.147491716	0.415003816	1.144761459	.	.	.	.	.
28107	Panola 	34707	34283	29996	28164	26829	28791	31271	34421	28648	27845	31274	29027	26977	28352	20754	13794	11444	4657	---	---	---	---		0.012367646	0.142919056	0.065047578	0.049759589	-0.068146296	-0.079306706	-0.091513901	0.20151494	0.028838212	-0.109643794	0.077410687	0.075990659	-0.04849746	0.366098102	0.504567203	0.20534778	1.457375993	.	.	.	.	.
28109	Pearl River 	55834	48518	38714	33795	27802	22411	20641	19125	19405	15468	10593	6697	2957	---	---	---	---	---	---	---	---	---		0.150789398	0.253241721	0.145554076	0.215560032	0.240551515	0.085751659	0.079267974	-0.014429271	0.254525472	0.460209572	0.581753024	1.264795401	.	.	.	.	.	.	.	.	.	.
28111	Perry 	12250	12111	10865	9864	9065	8745	9108	9292	8197	8987	7685	14682	6494	3427	2694	2606	2438	1889	2300	2037	---	---		0.01147717	0.114680166	0.10148013	0.088141202	0.036592338	-0.039855072	-0.01980198	0.133585458	-0.087904751	0.16942095	-0.47656995	1.260856175	0.894951853	0.272086117	0.033768227	0.068908942	0.290629963	-0.178695652	0.129111438	.	.	.
28113	Pike 	40404	38957	36882	36173	31756	35063	35137	35002	32201	28725	37272	27545	21203	16688	11303	11135	7360	6151	5402	4438	---	---		0.037143517	0.056260506	0.019600254	0.139091825	-0.094315946	-0.002106042	0.003856922	0.086984876	0.121009574	-0.229314231	0.35313124	0.299108617	0.270553691	0.476422189	0.015087562	0.512907609	0.196553406	0.138652351	0.217214962	.	.	.
28115	Pontotoc 	29957	26811	22237	20918	17363	17232	19994	22904	22034	19962	19688	18274	14940	13858	12525	22113	17112	4491	---	---	---	---		0.117339898	0.205693214	0.063055741	0.204745724	0.007602136	-0.138141442	-0.127052043	0.039484433	0.103797215	0.013917107	0.077377695	0.223159304	0.078077645	0.106427146	-0.4335911	0.292251052	2.810287241	.	.	.	.	.
28117	Prentiss 	25276	25582	23278	24025	20133	17949	19810	20921	19265	17606	16931	15788	13679	12158	9348	---	---	---	---	---	---	---		-0.011961535	0.098977575	-0.031092612	0.193314459	0.121678088	-0.093942453	-0.053104536	0.085958993	0.09422924	0.039867698	0.072396757	0.154177937	0.125102813	0.300599059	.	.	.	.	.	.	.	.
28119	Quitman 	8223	10121	10490	12636	15888	21019	25885	27191	25304	19861	11593	5435	3286	1407	---	---	---	---	---	---	---	---		-0.187530876	-0.035176358	-0.169832225	-0.204682779	-0.24411247	-0.18798532	-0.048030598	0.07457319	0.27405468	0.713188993	1.133026679	0.65398661	1.335465529	.	.	.	.	.	.	.	.	.
28121	Rankin 	141617	115403	87161	69427	43933	34322	28881	27934	20353	20272	23944	20955	17922	16752	12977	13635	7227	4631	2083	---	---	---		0.227151807	0.324021064	0.255433765	0.580292718	0.280024474	0.188393754	0.033901339	0.372475802	0.003995659	-0.153357835	0.142638988	0.169233344	0.069842407	0.290899283	-0.048258159	0.886674969	0.560570071	1.223235718	.	.	.	.
28123	Scott 	28264	28455	24137	24556	21369	21187	21681	23144	20914	16420	16723	14316	11740	10845	7847	8139	3961	1653	---	---	---	---		-0.006712353	0.178895472	-0.01706304	0.149141279	0.008590173	-0.022784927	-0.063212928	0.10662714	0.273690621	-0.018118759	0.168133557	0.219420784	0.08252651	0.382056837	-0.035876643	1.054784145	1.396249244	.	.	.	.	.
28125	Sharkey 	4916	6576	7066	7964	8937	10738	12903	15433	13877	14190	15694	12178	8382	6306	---	---	---	---	---	---	---	---		-0.25243309	-0.069346165	-0.112757408	-0.108873224	-0.167722108	-0.167790436	-0.163934426	0.112127982	-0.022057787	-0.095832802	0.288717359	0.452875209	0.329210276	.	.	.	.	.	.	.	.	.
28127	Simpson 	27503	27634	23953	23441	19947	20454	21819	22024	20897	18109	17201	12800	10138	8008	5718	6080	4734	3380	2680	---	---	---		-0.004740537	0.153675949	0.021842072	0.175164185	-0.024787328	-0.062560154	-0.009308028	0.053931186	0.153956596	0.052787629	0.343828125	0.262576445	0.265984016	0.400489682	-0.059539474	0.284326151	0.400591716	0.26119403	.	.	.	.
28129	Smith 	16491	16163	14798	15077	13561	14303	16740	19403	18405	16178	16603	13055	10635	8088	7126	7638	4071	1961	---	---	---	---		0.020293262	0.092242195	-0.018505008	0.111791166	-0.051877229	-0.14557945	-0.137246818	0.054224396	0.137656076	-0.025597784	0.271773267	0.227550541	0.314910979	0.134998597	-0.067033255	0.876197494	1.075981642	.	.	.	.	.
28131	Stone 	17786	13592	10750	9716	8101	7013	6264	6155	5704	6528	---	---	---	---	---	---	---	---	---	---	---	---		0.308563861	0.264372093	0.106422396	0.199358104	0.155140453	0.119572158	0.01770918	0.079067321	-0.12622549	.	.	.	.	.	.	.	.	.	.	.	.	.
28133	Sunflower 	29450	34382	32867	34844	37047	45750	56031	61007	66364	46374	28787	16084	9384	4661	5015	5019	1102	---	---	---	---	---		-0.143447153	0.046094867	-0.056738606	-0.059465004	-0.190229508	-0.183487712	-0.081564411	-0.080721475	0.431060508	0.610935492	0.789791097	0.713981245	1.013301867	-0.070588235	-0.000796972	3.554446461	.	.	.	.	.	.
28135	Tallahatchie 	15378	14896	15210	17157	19338	24081	30486	34166	35568	35953	29078	19600	14361	10926	7852	7890	4643	2985	---	---	---	---		0.03235768	-0.020644313	-0.113481378	-0.112783121	-0.196960259	-0.210096438	-0.107709419	-0.039417454	-0.010708425	0.236433042	0.483571429	0.364807465	0.314387699	0.391492613	-0.004816223	0.699332328	0.555443886	.	.	.	.	.
28137	Tate 	28886	25386	21432	20119	18544	18138	18011	19309	17671	19636	19714	20618	19253	18721	---	---	---	---	---	---	---	---		0.137871268	0.184490482	0.065261693	0.084933132	0.022383945	0.007051246	-0.067222539	0.092694245	-0.100071298	-0.003956579	-0.043845184	0.070898042	0.028417285	.	.	.	.	.	.	.	.	.
28139	Tippah 	22232	20890	19523	18739	15852	15093	17522	19680	18658	15419	14631	12983	12951	12867	20727	22550	20741	9444	---	---	---	---		0.064241264	0.070019976	0.041837878	0.18212213	0.050288213	-0.138625728	-0.109654472	0.054775431	0.210065504	0.053858246	0.126935223	0.002470852	0.006528328	-0.379215516	-0.080842572	0.087218553	1.196209233	.	.	.	.	.
28141	Tishomingo 	19593	19155	17683	18434	14940	13889	15544	16974	16411	15091	13067	10124	9302	8774	7350	24149	15490	6681	---	---	---	---		0.022866092	0.083243793	-0.040739937	0.233868809	0.075671395	-0.106471951	-0.084246495	0.034306258	0.087469353	0.154894008	0.290695377	0.088368093	0.060177798	0.193741497	-0.695639571	0.55900581	1.318515192	.	.	.	.	.
28143	Tunica 	10778	9240	8164	9652	11854	16826	21664	22610	21233	20386	18646	16479	12158	8461	5358	4366	1314	821	---	---	---	---		0.166450216	0.131798138	-0.15416494	-0.185760081	-0.295495067	-0.223319793	-0.041839894	0.064851882	0.041548121	0.093317602	0.131500698	0.355403849	0.436945987	0.579134005	0.227210261	2.322678843	0.600487211	.	.	.	.	.
28145	Union 	27134	25344	22085	21741	19096	18904	20262	21867	21268	20044	18997	16522	15606	13030	---	---	---	---	---	---	---	---		0.070628157	0.147566221	0.015822639	0.138510683	0.010156581	-0.067022012	-0.073398271	0.028164378	0.061065656	0.055113965	0.149800266	0.058695374	0.197697621	.	.	.	.	.	.	.	.	.
28147	Walthall 	15443	15161	14352	13761	12500	13512	15563	17534	13871	13455	---	---	---	---	---	---	---	---	---	---	---	---		0.018600356	0.05636845	0.04294746	0.10088	-0.074896388	-0.131786931	-0.112410175	0.26407613	0.030917874	.	.	.	.	.	.	.	.	.	.	.	.	.
28149	Warren 	48773	49668	47880	51627	44981	42206	39616	39595	35785	33362	37488	40912	33164	31238	26769	20696	18120	15820	7861	2693	1114	---		-0.01801965	0.037343358	-0.072578302	0.147751273	0.065748946	0.065377625	0.00053037	0.106469191	0.07262754	-0.110061886	-0.083691826	0.233626824	0.061655676	0.166946841	0.293438346	0.142163355	0.145385588	1.012466607	1.919049387	1.417414722	.	.
28151	Washington 	51137	63035	67935	72344	70581	78638	70504	67576	54310	51092	48933	49216	40414	25367	14569	15679	8389	7287	1976	---	---	---		-0.18875228	-0.072127769	-0.06094493	0.024978394	-0.102456827	0.115369341	0.043328993	0.244264408	0.06298442	0.044121554	-0.005750163	0.217795813	0.593172232	0.741162743	-0.070795331	0.868995113	0.151228215	2.687753036	.	.	.	.
28153	Wayne 	20747	21372	19517	19135	16650	16258	17010	16928	15295	15467	14709	12539	9817	8741	4206	3691	2892	2120	2781	3323	1253	---		-0.02924387	0.095045345	0.019963418	0.149249249	0.024111207	-0.044209289	0.004844045	0.106766917	-0.01112045	0.051533075	0.173060053	0.277274116	0.123098044	1.078221588	0.139528583	0.276279391	0.364150943	-0.237684286	-0.163105627	1.652035116	.	.
28155	Webster 	10253	10284	10222	10300	10047	10580	11607	14160	12128	12644	14853	13619	12060	9534	---	---	---	---	---	---	---	---		-0.003014391	0.006065349	-0.007572816	0.025181646	-0.050378072	-0.088481089	-0.18029661	0.167546174	-0.04080987	-0.148724163	0.090608708	0.129270315	0.264946507	.	.	.	.	.	.	.	.	.
28157	Wilkinson 	9878	10337	9678	10021	11099	13235	14116	15955	13957	15319	18075	21453	17592	17815	12705	15933	16914	14193	11686	9718	5068	---		-0.044403599	0.068092581	-0.034228121	-0.097125867	-0.161390253	-0.062411448	-0.115261673	0.143153973	-0.088909198	-0.152475795	-0.157460495	0.219474761	-0.012517541	0.402203857	-0.202598381	-0.057999291	0.191714225	0.214530207	0.202510805	0.917521705	.	.
28159	Winston 	19198	20157	19433	19474	18406	19246	22231	22751	21239	18139	17139	14124	12089	10087	8984	9811	7956	4650	---	---	---	---		-0.047576524	0.037256214	-0.002105371	0.058024557	-0.043645433	-0.134271963	-0.022856138	0.071189792	0.170902475	0.058346461	0.21346644	0.16833485	0.198473282	0.12277382	-0.08429314	0.233157366	0.710967742	.	.	.	.	.
